en_name,zh_name,ja_name
,花舞少女:夜来舞Live!,ハナヤマタ よさこいLIVE!
,恋爱复仇,恋愛リベンジ
Remember When,记得何时,
The Twin Heroes 3,新绝代双骄3,
FIFA World Cup: Germany 2006,FIFA世界杯2006,
Kill Switch,杀戮时刻,
Power Rangers: Battle for the Grid,恐龙战队 网格之战,
Unit 13,部队 13,
Bus World,巴士世界,
The Hulk,绿巨人,
Petz Countryside,宠物乡村,
Classified: France '44,绝密：法国 ‘44年,
Out of the Park Baseball 17,劲爆美国棒球17,
Borderlands,无主之地,
Anna's Quest,安娜历险记,
ORB,星际资源战争,
Roots of Insanity,疯狂之源,
Nobunagas Ambition: Taishi PK,信长之野望：大志威力加强版,
Cattails,猫尾巴,
Yong Heng Mo Fa,永恒魔法,
Prototype Biohazard Bundle,虐杀原形：生化危机合集,
Let's Sing 2016,一起歌唱2016,
Rocket Knight,火箭骑士,
Galaxy Angel EX,银河天使EX,
Satellite Command,卫星指挥,
Tabletop Simulator,桌游模拟,
BlindSide,攻其不备,
Alfred Hitchcock: Vertigo,阿尔弗莱德·希区柯克 迷魂记,
Araha : Curse of Yieun Island,阿拉哈：延岛诅咒,
VR Pterosaur,VR翼龙,
Eiyuu Densetsu: Akatsuki no Kiseki,英雄传说：晓之轨迹,
Nomads of Driftland,漂移大陆之流浪者,
Air Conflicts,空中冲突,
Pizza Connection 3,披萨大亨3,
The Swapper,移魂器,
Puzzle Quest: The Legend Returns,益智之谜 传奇回归,
Fight of Gods,众神之战,
Democracy 4,民主制度4,
8th Wonder of The World,第八世界奇迹,
Super Saurio Fly,绍里奥超级飞行,
Codename Gordon,半条命：代号高丹,
Darksiders 2：Deathinitive Edition,暗黑血统2 决死版,
Xiong Tian Ba Ye,雄天霸业,
,初音未来 歌姬计划,初音ミク -Project DIVA-
WuDaiShiGuoYuZhi,五代十国之玉知,
Doom 3 BFG Edition,毁灭战士3：BFG,
,激斗圣战士 汉熟霸王 三位动乱战创纪,ビックリマン汉熟覇王 三位动乱戦创纪
Door To Door,门对门,
Conquest of Elysium 4,极乐世界的征服4,
Flooded,巨浪滔天,
End of Panduora,潘多拉的末路,
Forza Horizon 3 Hot Wheels,极限竞速 地平线3 风火轮,
,为美好的世界献上祝福~希望的迷宫与集结的冒险者们~,
Dreamscaper,层层梦境,
,写真女友,フォトカノ
,失落的龙约,ドラガリアロスト
Tennis Club Story,网球俱乐部物语,
Caladrius Blaze,女神骑士团：爆裂,
Secrets of Magic: The Book of Spells,魔法的秘密：魔法之书,
Seeking Light : Chapter 1,觅光：第一章,
Override: Mech City Brawl,践踏 机械城乱斗,
Fortune Summoners Secret of the Elemental Stone,命运召唤：尔茄的精灵石,
Maestro: Notes of Life,音乐大师2：生命乐章,
Birdtale,天启鸟记,
,太鼓达人 V版,太鼓の達人 Vバージョン
All Fall Down,全部坠落,
CustomPlay Golf,自定义高尔夫,
Blitzkrieg 2,闪电战2,
Through the Mist and Sky,天岚行,
Spellweaver,织法者,
,蜡笔小新：呼风唤雨春日部电影明星,クレヨンしんちゃん 嵐を呼ぶ カスカベ映画スターズ！
Emergency 2013,急难先锋2013,
Cube & Star: An Arbitrary Love,方块与星星：随意之爱,
American Chopper 2: Full Throttle,美国机车2：马力全开,
Jungle Kartz,丛林卡丁,
City of Gangsters,黑帮之城,
Major League Baseball 2K9,美国职业棒球大联盟2K9,
Rusty Lake Hotel,锈湖 旅馆,
LEGO The Hobbit,乐高霍比特人,
Devil's Third,恶魔三全音,
Legend of Keepers: Prologue,守护者传奇,
Medieval Shopkeeper Simulator,中世纪商店模拟,
The Day After,末日余生,
Cossacks: Back to War,哥萨克 重返战争,
NES Remix 2,FC混搭合集2,
Contra Anniversary Collection,魂斗罗：周年纪念收藏集,
Zombie Pinball,僵尸弹球,
Superstars V8 Racing,超级明星V8拉力赛,
Spectra: 8bit Racing,光谱 8位赛车,
Love in the distance,异地恋,
Lords of the Fallen,堕落之王,
Stardust Galaxy Warriors,星尘银河战士,
Engare,万花图案,
Mondrian 99,蒙德里安 99,
,超级机器人大战OG传说 魔装机神F 终焉的棺木,スーパーロボット大戦OGサーガ 魔装機神F COFFIN OF THE END
,六边形扫雷,
,怪物猎人 携带版 3rd HD版,モンスタ-ハンタ-ポ-タブル 3rd HD Ver.
The 13th month,十三月的双子姬,
,超级机器人大战X,スーパーロボット大戦X
Stranded In Time,时光滞留,
AMEDAMA -,雨魂 -,
Nordic Ashes: Survivors of Ragnarok,北欧之烬：诸神黄昏幸存者,
Torrente,多浪迪警官,
Green Snake,青蛇：法海恩仇录,
MyStylist,我的造型师,
Spelunker Party,地下冒险派对,
Metroid Fusion,银河战士 融合,
Amanda the Adventurer,冒险家阿曼达,
Assassin's Creed Mirage,刺客信条：幻景,
Borderlands: The Pre-Sequel,无主之地 前传,
NASCAR 15,云斯顿赛车15,
Evochron Mercenary,星际雇佣军,
Pro Rally 2001,职业拉力锦标赛2001,
Isbarah,伊斯巴拉,
She Diao Online,射雕英雄传ol,
Build More Cubes,造更多的方块,
Comanche,科曼奇,
Another World: 20th Anniversary Edition,另一个世界：20周年纪念版,
Crusader Kings II: Way of Life,十字军之王2：生活方式,
Fighting Steel,碧海雄师,
Dwarves: Glory,矮人军团自走棋,
Steamroll,蒸汽翻滚,
Unforeseen Incidents,意外事件,
Ark of Artemis,乐园的阿尔忒弥斯,
Takeda2,武田信玄2,
House of the Dying Sun,垂死的太阳,
GeneWars,基因战争,
Warrior Kings,勇士之王,
Few Nights More,血夜再临,
Road Rage,路怒症,
,火影忍者 疾风传 终极忍者风暴 世代,NARUTO－ナルト－ 疾風伝　ナルティメットストームジェネレーション
Zhu Xian,诛仙,
Semper Fi,永远忠诚,
Rising Mist,弥漫之雾,
GigaBash,巨击大乱斗,
Magic Sweets,魔法糖果,
Into the Dark,进入黑暗,
Ace Combat 7,皇牌空战7：未知空域,
Blood And Zombies,血与丧尸,
eSports Life,电竞人生,
Uncharted Waters 4 HD,大航海时代4：威力加强版HD,
Freedom Planet,自由星球,
Patapon Remastered,啪嗒砰 重制版,
Kinect Rush: A Disney-Pixar Adventure,Kinect 冲锋,
Call of Duty: Roads to Victory,使命召唤：胜利之路,
Fun Hospital,逗趣医院,
Outcast 2 - A New Beginning,时空英豪2 新起点,
MUD FIM Motocross World Championship,世界越野摩托车锦标赛,
Europa 1400 Gold,欧洲中世纪：黄金版,
Copy Kitty-Turbo Edition,复刻凯蒂猫：涡轮版,
,初音未来：歌姬计划X HD,初音ミク Project DIVA X HD
Prison Tycoon: Under New Management,监狱大亨：新管理,
Big Oil: Build an Oil Empire,石油巨头,
Crowntakers,夺位者,
Fantasy Maiden Wars Eternal,幻想少女大战永,
,龙珠DS2 突击 黑绸巾军团,ドラゴンボールDS2 突撃!レッドリボン軍
Alexander the Great: Secrets of Power,力量之谜：亚历山大大帝,
Thy Sword,君之剑,
Circuit Superstars,环道巨星,
The Unlikely Legend of Rusty Pup,锈狗传奇,
The Room 2,未上锁的房间2,
Call of the Sea,海洋的呼唤,
Austrian Truck Simulator,奥地利卡车模拟,
Crazy Wheels,疯狂轮子,
Cloud Chamber,云室,
Final Fantasy Pixel Remaster,最终幻想1-6合集,
Nobunaga's Shadow,信长之影,
N0va Desktop,人工桌面,
Actual Sunlight,真实阳光,
Clash of Magic,冲破魔法,
King's Bounty II,国王的恩赐2,
Grant of God,神赐之争,
Dishonored,耻辱,
Raiden IV x Mikado Remix,雷电4x米卡多混音版,
Ku: Shroud of the Morrigan,古：幻影传说,
Bravely Default,勇气默示录,
Commander: Conquest of the Americas,指挥官：征服美洲,
Tell Me Why,谓何,
Zhongjingchuanshuo,终境传说,
Necrosmith 2,亡灵巫师2,
Ben and Ed - Blood Party,本与艾德血腥派对,
Hannah Montana: The Movie,孟汉娜电影版,
The Blackwell Epiphany,布莱克威尔5：显灵,
Sid Meier's Civilization® III Complete,文明3：完整版,
Toss N Go,骰子博弈,
sanguozhizhikuangfuhanshi,三国志之匡扶汉室,
Shred! Downhill Mountain Biking,粉碎！山地自行车速降,
Sid Meier's Civilization 3: Play the world,文明3：玩转世界,
Faith in the Goddess of Suwa.,東方翠神廻廊,
COGEN: Sword of Rewind,COGEN：大凤羽空与刻之剑,
Dead Star,死星,
Aura II: The Sacred Rings,奥拉2：圣戒,
Arcana:Walpurgis Night,秘密事件：瓦尔普吉斯之夜,
Airport Madness 3D: Volume 2,疯狂机场3D：Volume 2,
,纸嫁衣3 鸳鸯债,
Independence War 2: Edge of Chaos,独立战争2：混沌边缘,
Company of Heroes 3,英雄连3,
Injustice：Gods Among Us,不义联盟：我们之中的神,
Foregone,放弃,
Rory's Restaurant,罗里的餐厅,
inFAMOUS2,声名狼藉2,
Age of Egmont,猎龙战记,
Gun Monkeys,枪猴,
Oil Rush,突袭油田,
Unepic,厕所穿越记,
,热血硬派 热血时代剧,ダウンタウン熱血時代劇
Bianzhilu,彼岸之旅,
Cross Stitch Puzzle,创意十字绣,
Steel Armor：Blaze of War,钢铁兵团：战争之刃,
WINGSPAN,展翅翱翔,
Alan Wake Remastered,心灵杀手：复刻版,
NEKOPARA,巧克力与香子兰,
Pain Fighting,痛格斗 生意兴隆,
Desert Thunder: Strike Force,沙漠惊雷：突袭部队,
Lost Planet 2,失落的星球2,
"Lynn , The Girl Drawn On Puzzles",琳，画在方块上的少女故事,
Don't Starve,饥荒,
Alice Escaped,寻找爱丽丝,
Royal Express,皇家快船公司,
The End Is Nigh,终结将至,
Toy Odyssey: The Lost and Found,玩具探险,
The Chronicles of Shakespeare 2: A Midsummer Night's Dream,莎士比亚编年史2：仲夏夜之梦,
Foosball - Street Edition,桌面足球：街头版,
Has-Been Heroes,过气英雄,
Epic Tower for Tireless Lovers,公主的塔,
Onager,弩炮,
Drakheir,德拉克传承,
BRAIN / OUT,脑袋出去,
Star Wars: Force Arena,星球大战：原力竞技场,
LIUYANZHENTAN,流言侦探,
Game Dev Story,游戏开发物语,
Men Of War,战争之人,
Mini Car Racing - Tiny Split Screen Tournament,迷你赛车：小型分屏赛,
Elite vs Freedom,独裁vs自由,
Driveby Gangster,射杀匪徒,
The Spell,符咒,
Utawarerumono: Futari no Hakuoro,传颂之物：两位白皇,
Circle Empires Rivals,环形帝国：竞争者,
Sword Art Online: Alicization Lycoris,刀剑神域 彼岸游境,
ATLAS,阿特拉斯,
Lade's Sandbox,拉德的沙盒,
RISK - The Game of Global Domination,风险：统治世界的游戏,
,侍道 携带版,侍道ポータブル
Wrapple,穿过那堵墙,
Sun Wukong VS Robot,孙悟空大战机器金刚,
America's Army:Proving Grounds,美国陆军：试验场,
THE PLAYROOM VR,虚拟现实游戏空间,
Storm Boy,风暴男孩,
Mall Tycoon 3,商场大亨3,
,金辉恋曲四重奏,金色ラブリッチェ
Corrupted: Dawn of Havoc,异种猎杀队,
Hero-U: Rogue to Redemption,英雄学院：救赎盗贼,
Chronicles of Teddy: Harmony of Exidus,泰迪编年史：艾希达斯的和谐,
Polaris Sector,北极星域,
Guardians Of Gaia: Guardians 8,盖亚守护者：守护者8,
Danse Macabre: The Last Adagio,死亡之舞：最后的慢拍,
Gravity Badgers,重力獾,
ATOM RPG Trudograd,核爆RPG特鲁多格勒,
Bell Ringer,撞钟人,
Salty Fish Go!,咸鱼大冒险,
WasteLand Express,废土快递,
War Leaders：Clash of Nations,战争领袖：国家冲突,
Palpitations and fears,悸恐,
ZHEN·SANGUOWUSHUANG ONLINE,真三国无双Online,
CyberHive,网络蜂巢,
Rat Simulator,老鼠模拟器,
Pac-Man & Galaga Dimensions,吃豆人&大蜜蜂 次元,
Sinless,无罪,
Onimusha 2,鬼武者2,
Organic Panic,有机恐慌,
Star Trek：Starfleet Command 3,星际迷航：星舰指挥官3,
Impostor Factory,影子工厂,
Sphere - Flying Cities,天球-飞升之城,
Element TD 2,元素塔防2,
13:ORIGIN - Chapter One,13：起源,
Tomb Raider：The Angel of Darkness,古墓丽影6：黑暗天使,
Phoenix Point,凤凰点,
Gravity Falls: Legend of the Gnome Gemulets,怪诞小镇 地精盖姆雷特传奇,
Pro Cycling Manager 2010,职业自行车队经理2010,
Slobbish Dragon Princess LOVE + PLUS,龙姬混～日子 LOVE+PLUS,
Unstoppable Gorg,乔治入侵,
Arthur and the Revenge of Maltazard,亚瑟与他的迷你王国2,
,镜界的白雪,鏡界の白雪
Gato Roboto,猫咪机器人,
Doctor Who: The Lonely Assassins,神秘博士：孤独的暗杀者,
Wyv and Keep,宝藏猎人,
HUMANKIND,人类,
Genetic Disaster,遗传灾难,
Cubetastic,神奇魔方阵,
Change,改变Change,
Rico: A Tale of Two Brothers,基友的故事,
Pro Cycling Manager 2013,职业自行车队经理2013,
Teslagrad 2,特斯拉学徒2,
Poly Bridge 2,聚桥2,
Return of The Incredible Machine,重返不可思议的机器,
Memories Off 2nd,秋之回忆2,
MechWarrior 5: Mercenaries,机甲战士5：雇佣兵,
Duke Nukem 3D: 20th Anniversary World Tourur,毁灭公爵3D：20周年世界之旅,
Chernobylite,切尔诺贝利,
NASCAR Heat Evolution,热力纳斯卡 进化,
Z-Company,Z公司,
Beyond Eyes,超越界限,
Micro Annihilation,微型歼灭,
SLUDGE LIFE,烂泥人生,
Need for Speed,极品飞车19,
I commissioned some mice 2,我委托了一些老鼠2,
Tetris Elements,趣味俄罗斯方块,
Parkour Simulator,跑酷模拟器,
GunXDimension,枪界,
Prison Tycoon,监狱大亨,
,火焰纹章外传,ファイアーエムブレム外伝
Crisis Core - Final Fantasy VII Reunion,最终幻想7：核心危机 重聚,
The Town of Light,光之镇,
Quest of Dungeons,地下城探险,
Crusaders: Thy Kingdom Come,十字军：王朝崛起,
Axiom of Maria,玛丽亚的公理,
Psyvariar Delta,雷霆战机Delta,
Synergy,奇星协力,
WILD LIFE RESCUE,野生动物救援,
Viking Squad,维京小队,
Trillion: God of Destruction,万亿魔坏神,魔壊神トリリオン
Wife  I'm back,老婆，我回来了,
FIA World Rally Championship 3,FIA世界汽车拉力锦标赛3,
Rush on Rome,罗马塔防,
Haunted Hotel: Eclipse,幽魂旅店5：月食之夜,
Pirates vs Corsairs: Davy Jones' Gold,海盗风云：亡灵宝藏,
Tempest Rising,风暴崛起,
Need for Speed ProStreet,极品飞车 职业街头赛,
Aegis Defenders,神盾捍卫者,
White Noise 2,白噪2,
Dusk of the wasteland age,废土黄昏,
Hyakka Ryōran Elixir: Record of Torenia Revival,百花缭乱 ELIXIR,
Save The World,拯救异世界,
The Joy of Farming,农场乐,
Reverse Momories,忆恋,
My Little Pony: A Maretime Bay Adventure,小马宝莉 玛泰湾大冒险,
Go Mecha Ball,进击的机甲球,
Sword of the Stars：Ground Pounders,星际之剑：震地者,
RollerCoaster Tycoon 3,过山车大亨3,
KURSK,库尔斯克,
,回收,
,机动战士高达 一年战争,機動戦士ガンダム 一年戦争
Blood Lion,血狮,
KAMI,神之折纸,
,最后的战士,ラストランカー
The Incredibles,超人特攻队,
A Musical Story,音乐故事,
MingJiangSanGuo,名酱三国,
MESOBIRA ISLAND,莫西比亚岛,
Startopia,模拟星城,
Midnight Mysteries：Witches of Abraham,午夜迷踪5：亚伯拉罕的女巫,
MX Vs ATV Supercross Encore,究极大越野：狂飙再起,
Deity,隐形神魔,
Reverie Knights Tactics,幻想骑士战术,
Super BlackJack,超级二十一点,
The Next Penelope,未来赛道：奥德赛竞技,
Saboteur,破坏份子,
DJ Max Portable - Clazziquai Edition,DJMAX 携带版 酷赖之味,
,晴れし靄かな,晴れし靄かな
DYING: Reborn,临终：重生试炼,
Open Sorcery: Sea++,编织魔法：海++,
Help Will Come Tomorrow,明日救援,
Captain Contraption's Chocolate Factory,船长的巧克力工厂,
Sanctum 2,幽闭圣地2,
SBK Generations,SBK世代,
Grim Nights 2,残酷的夜晚2,
Star Ocean The Second Story R,星之海洋2 第二个故事 R,
The Fleets of Sol,索尔战舰,
Puzzle Agent,谜题侦探,
Xin Shu Shan Jian Xia Zhuan,新蜀山剑侠传,
SeaWorld Adventure Parks Tycoon 2,海洋公园大亨2,
,第2次超级机器人大战Z 破界篇,第2次スーパーロボット大戦Z 破界篇
,热血完全版 FC篇,くにおくん 熱血コンプリート ファミコン篇
Chinese Paladin: Sword and Fairy,新仙剑奇侠传,
Pro Cycling Manager Season 2007,职业自行车队经理2007,
The Oregon Trail,俄勒冈之旅,
Wipeout 3,勇敢向前冲3,
Day of the Tentacle：Remastered,触手也疯狂 重制版,
AFL Evolution,澳式足球联盟 进化,
,名侦探皮卡丘,名探偵ピカチュウ
Alien Shooter 2 - New Era,孤胆枪手2：新纪元,
Point Perfect,完美指点,
Bloodbath Kavkaz,血洗高加索,
Fear the Spotlight,惧怕聚光灯,
World Championship Snooker 2004,世界斯诺克冠军赛2004,
Eastern Defense Bullet,东方弹幕防卫,
Outriders,先驱者,
Batman Begins,蝙蝠侠：开战时刻,
Rule of Rose,蔷薇法则,
Tales of Symphonia,仙乐传说,
Smoke and Sacrifice,烟与祭,
Hidden Expedition：Devil's Triangle,秘密探险：魔鬼三角,
Crazy Appliances,疯狂电器,
Railroad Corporation,铁路公司,
God Within VR,神谕vr,
Battle Capacity,格斗地位,
Tony Hawk's Underground,托尼霍克滑板：地下,
,世界树和不可思议的迷宫,世界樹と不思議のダンジョン
PixelJunk Monsters,像素垃圾：妖怪,
King's Bounty: Crossworlds,国王的恩赐：交错世界,
Ashina: The Red Witch,艾诗娜：红女巫,
Prince of Persia: The Two Thrones,波斯王子 王者无双,
Professional Farmer: American Dream,职业农场：美国梦,
Treasure Island,金银岛,
RPGolf Legends,RPG高尔夫传说,
,终结的炽天使 命运的起点,終わりのセラフ 運命の始まり
Guardians of Holme,最终坚守,
,王国之心 梦中降生,キングダム ハーツ バース バイ スリープ
Deep Rock Galactic: Survivor,深岩银河：幸存者,
Sayonara Wild Hearts,再见狂野之心,
UNBEATABLE,无可阻挡,
Summer Challenge: Athletics Tournament,夏季挑战：田径锦标赛,
Higher Critters,高等动物,
Cossacks 2: Battle for Europe,哥萨克2：欧洲之战,
METROID,银河战士,
Flying Tigers:Shadows Over China,飞虎队：空战中国,
Genji Koi Emaki,源氏恋绘卷,
Grass Cutter,除草机,
Grimind,小不点大冒险,
Samurai Shodown,侍魂 晓,
Retro Classix: Night Slashers,午夜杀生,
,莉迪与苏瑞的工作室 不可思议绘画的炼金术士,リディー＆スールのアトリエ ～不思議な絵画の錬金術士～
Super Crossfire,超级交锋,
Flame Dragon II Legend Of Golden Castle,炎龙骑士团2 黄金城之谜,
,神狱塔 断罪玛丽2,神獄塔メアリスケルター2
Virtual Life 4,虚拟人生4：快乐星猫,
Galactic Civilizations: Altarian Prophecy,银河文明：亚德里安预言,
Love Chronicles: A Winter's Spell,爱语魔咒4：冬天的咒语,
Fantasy Mosaics 2,幻想马赛克2,
,迷离 Blurred,
The Legend of Heroes: Zero no Kiseki KAI,英雄传说：零之轨迹 改,
Hellslave,地狱仆从,
Blackguards 2,黑色守卫2,
The Idolm@ster: Live for You!,偶像大师 Live For You！,
Winning Post 7 2013,赛马大亨7 2013,
Shattered Pixel Dungeon,破碎的像素地牢,
Griftlands,欺诈之地,
Sportsball,体育球,
Cultivation Fantasy,修仙偿债传,
Night Trap,午夜陷阱,
Academagia: The Making of Mages,魔法师学院,
